Energy (E),Reflectivity (R),Transmittance (T),Energy_tilde (Etilde)
-3.1686143572621033,1.252617639045967,-0.2526176390459669,10.422794785033123
-3.1502504173622707,1.2447650633880833,-0.24476506338808335,10.441158724932954
-3.1318864774624373,1.236657443813758,-0.23665744381375808,10.459522664832788
-3.1135225375626048,1.2283150093595718,-0.22831500935957183,10.477886604732621
-3.0951585976627713,1.2197240852520668,-0.21972408525206677,10.496250544632453
-3.076794657762939,1.2108543285900453,-0.21085432859004527,10.514614484532286
-3.0584307178631054,1.2016833877552107,-0.20168338775521066,10.53297842443212
-3.040066777963272,1.192193604135437,-0.19219360413543707,10.551342364331953
-3.0217028380634394,1.1822447051469052,-0.18224470514690516,10.569706304231786
-3.003338898163606,1.1719331691941544,-0.17193316919415436,10.588070244131618
-2.9849749582637735,1.161662473226072,-0.16166247322607208,10.606434184031452
